STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot
MO,29,Dent County,065,29065,2015,15.593,0.26,0.26,0.52,--,0.04,0.18,0.02,0.23,0.43,--,--,--,--,--,--,--,--
MO,29,Douglas County,067,29067,2015,13.373,0.21,0.21,0.42,--,0.04,0.15,0.02,0.20,0.37,--,--,--,--,--,--,--,--
MO,29,Dunklin County,069,29069,2015,30.895,181.22,0.00,181.22,--,59.00,64.89,7.07,83.85,155.81,--,--,--,--,--,--,--,--
MO,29,Franklin County,071,29071,2015,102.426,1.47,0.00,1.47,--,0.25,0.53,0.06,0.68,1.27,--,--,--,--,--,--,--,--
MO,29,Gasconade County,073,29073,2015,14.858,0.00,0.43,0.43,--,0.07,0.15,0.02,0.20,0.37,--,--,--,--,--,--,--,--
MO,29,Gentry County,075,29075,2015,6.692,0.03,0.03,0.06,--,0.02,0.02,0.00,0.02,0.04,--,--,--,--,--,--,--,--
MO,29,Greene County,077,29077,2015,288.072,0.36,0.01,0.37,--,0.09,0.13,0.01,0.17,0.31,--,--,--,--,--,--,--,--
MO,29,Grundy County,079,29079,2015,10.097,0.31,0.31,0.62,--,0.17,0.22,0.02,0.29,0.53,--,--,--,--,--,--,--,--
MO,29,Harrison County,081,29081,2015,8.615,0.03,0.03,0.06,--,0.02,0.02,0.00,0.03,0.05,--,--,--,--,--,--,--,--
MO,29,Henry County,083,29083,2015,21.737,0.34,0.34,0.68,--,0.13,0.25,0.03,0.32,0.60,--,--,--,--,--,--,--,--
MO,29,Hickory County,085,29085,2015,9.201,0.09,0.09,0.18,--,0.03,0.06,0.01,0.08,0.15,--,--,--,--,--,--,--,--
MO,29,Holt County,087,29087,2015,4.484,11.07,11.07,22.14,--,8.61,7.93,0.86,10.24,19.03,--,--,--,--,--,--,--,--
MO,29,Howard County,089,29089,2015,10.139,3.20,0.00,3.20,--,0.81,1.15,0.13,1.48,2.76,--,--,--,--,--,--,--,--
MO,29,Howell County,091,29091,2015,40.117,0.08,0.08,0.16,--,0.02,0.05,0.01,0.07,0.13,--,--,--,--,--,--,--,--
MO,29,Iron County,093,29093,2015,10.125,0.28,0.28,0.56,--,0.00,0.20,0.02,0.26,0.48,--,--,--,--,--,--,--,--
MO,29,Jackson County,095,29095,2015,687.623,0.00,0.39,0.39,--,0.09,0.14,0.02,0.18,0.34,--,--,--,--,--,--,--,--
MO,29,Jasper County,097,29097,2015,118.596,2.81,1.22,4.03,--,0.95,1.44,0.16,1.86,3.46,--,--,--,--,--,--,--,--
MO,29,Jefferson County,099,29099,2015,224.124,0.00,0.36,0.36,--,0.05,0.13,0.01,0.16,0.30,--,--,--,--,--,--,--,--
MO,29,Johnson County,101,29101,2015,53.951,0.20,2.00,2.20,--,0.47,0.79,0.09,1.01,1.89,--,--,--,--,--,--,--,--
MO,29,Knox County,103,29103,2015,3.910,0.17,0.17,0.34,--,0.10,0.12,0.01,0.16,0.29,--,--,--,--,--,--,--,--
MO,29,Laclede County,105,29105,2015,35.473,0.12,0.12,0.24,--,0.05,0.08,0.01,0.11,0.20,--,--,--,--,--,--,--,--
MO,29,Lafayette County,107,29107,2015,32.701,2.13,0.00,2.13,--,0.64,0.76,0.08,0.98,1.82,--,--,--,--,--,--,--,--
MO,29,Lawrence County,109,29109,2015,38.180,2.59,0.05,2.64,--,0.71,0.95,0.10,1.22,2.27,--,--,--,--,--,--,--,--
MO,29,Lewis County,111,29111,2015,10.207,0.20,2.17,2.37,--,0.79,0.84,0.09,1.09,2.02,--,--,--,--,--,--,--,--
MO,29,Lincoln County,113,29113,2015,54.696,1.50,0.02,1.52,--,0.33,0.54,0.06,0.70,1.30,--,--,--,--,--,--,--,--
MO,29,Linn County,115,29115,2015,12.308,0.00,0.37,0.37,--,0.11,0.13,0.01,0.17,0.31,--,--,--,--,--,--,--,--
MO,29,Livingston County,117,29117,2015,15.028,0.26,0.26,0.52,--,0.15,0.18,0.02,0.23,0.43,--,--,--,--,--,--,--,--
MO,29,McDonald County,119,29119,2015,22.643,0.00,0.35,0.35,--,0.00,0.13,0.01,0.16,0.30,--,--,--,--,--,--,--,--
MO,29,Macon County,121,29121,2015,15.335,0.20,0.20,0.40,--,0.10,0.14,0.02,0.19,0.35,--,--,--,--,--,--,--,--
MO,29,Madison County,123,29123,2015,12.408,0.09,0.09,0.18,--,0.02,0.06,0.01,0.08,0.15,--,--,--,--,--,--,--,--
MO,29,Maries County,125,29125,2015,8.963,0.11,0.11,0.22,--,0.04,0.08,0.01,0.10,0.19,--,--,--,--,--,--,--,--
MO,29,Marion County,127,29127,2015,28.880,1.80,1.80,3.60,--,0.89,1.29,0.14,1.67,3.10,--,--,--,--,--,--,--,--
MO,29,Mercer County,129,29129,2015,3.694,0.11,0.11,0.22,--,0.06,0.08,0.01,0.11,0.20,--,--,--,--,--,--,--,--
MO,29,Miller County,131,29131,2015,25.113,1.00,0.57,1.57,--,0.20,0.57,0.06,0.73,1.36,--,--,--,--,--,--,--,--
MO,29,Mississippi County,133,29133,2015,14.036,100.56,0.00,100.56,--,37.34,36.01,3.92,46.53,86.46,--,--,--,--,--,--,--,--
MO,29,Moniteau County,135,29135,2015,15.963,0.26,0.00,0.26,--,0.05,0.09,0.01,0.12,0.22,--,--,--,--,--,--,--,--
MO,29,Monroe County,137,29137,2015,8.583,0.62,0.62,1.24,--,0.38,0.44,0.05,0.57,1.06,--,--,--,--,--,--,--,--
MO,29,Montgomery County,139,29139,2015,11.703,1.88,1.88,3.76,--,0.94,1.34,0.15,1.74,3.23,--,--,--,--,--,--,--,--
MO,29,Morgan County,141,29141,2015,20.171,0.25,0.00,0.25,--,0.04,0.09,0.01,0.12,0.22,--,--,--,--,--,--,--,--
MO,29,New Madrid County,143,29143,2015,18.208,228.58,0.00,228.58,--,93.37,81.85,8.92,105.77,196.54,--,--,--,--,--,--,--,--
MO,29,Newton County,145,29145,2015,58.615,0.17,0.17,0.34,--,0.05,0.12,0.01,0.16,0.29,--,--,--,--,--,--,--,--
MO,29,Nodaway County,147,29147,2015,22.810,0.20,0.20,0.40,--,0.17,0.14,0.02,0.18,0.34,--,--,--,--,--,--,--,--
MO,29,Oregon County,149,29149,2015,10.953,0.47,0.00,0.47,--,0.00,0.17,0.02,0.21,0.40,--,--,--,--,--,--,--,--
MO,29,Osage County,151,29151,2015,13.628,1.33,1.33,2.66,--,0.50,0.95,0.10,1.23,2.28,--,--,--,--,--,--,--,--
MO,29,Ozark County,153,29153,2015,9.409,0.08,0.08,0.16,--,0.00,0.05,0.01,0.07,0.13,--,--,--,--,--,--,--,--
MO,29,Pemiscot County,155,29155,2015,17.482,142.72,0.00,142.72,--,51.90,51.11,5.57,66.04,122.72,--,--,--,--,--,--,--,--
MO,29,Perry County,157,29157,2015,19.183,0.48,0.48,0.96,--,0.21,0.35,0.04,0.45,0.84,--,--,--,--,--,--,--,--
MO,29,Pettis County,159,29159,2015,42.255,0.26,0.26,0.52,--,0.14,0.18,0.02,0.23,0.43,--,--,--,--,--,--,--,--
MO,29,Phelps County,161,29161,2015,44.794,0.08,0.00,0.08,--,0.01,0.03,0.00,0.03,0.06,--,--,--,--,--,--,--,--
MO,29,Pike County,163,29163,2015,18.348,4.34,0.00,4.34,--,1.32,1.55,0.17,2.00,3.72,--,--,--,--,--,--,--,--
MO,29,Platte County,165,29165,2015,96.096,2.00,0.00,2.00,--,0.46,0.72,0.08,0.93,1.73,--,--,--,--,--,--,--,--
MO,29,Polk County,167,29167,2015,31.229,1.56,0.00,1.56,--,0.30,0.56,0.06,0.72,1.34,--,--,--,--,--,--,--,--
MO,29,Pulaski County,169,29169,2015,53.221,0.13,0.00,0.13,--,0.02,0.05,0.01,0.06,0.12,--,--,--,--,--,--,--,--
MO,29,Putnam County,171,29171,2015,4.858,0.14,0.14,0.28,--,0.08,0.10,0.01,0.13,0.24,--,--,--,--,--,--,--,--
MO,29,Ralls County,173,29173,2015,10.196,0.66,0.66,1.32,--,0.41,0.47,0.05,0.61,1.13,--,--,--,--,--,--,--,--
MO,29,Randolph County,175,29175,2015,25.104,0.63,0.63,1.26,--,0.39,0.45,0.05,0.58,1.08,--,--,--,--,--,--,--,--
MO,29,Ray County,177,29177,2015,22.810,8.93,0.00,8.93,--,2.47,3.20,0.35,4.13,7.68,--,--,--,--,--,--,--,--
MO,29,Reynolds County,179,29179,2015,6.432,0.02,0.02,0.04,--,0.00,0.01,0.00,0.02,0.03,--,--,--,--,--,--,--,--
MO,29,Ripley County,181,29181,2015,13.802,14.06,0.00,14.06,--,1.64,5.03,0.55,6.50,12.08,--,--,--,--,--,--,--,--
MO,29,St. Charles County,183,29183,2015,385.590,0.99,0.26,1.25,--,0.35,0.45,0.05,0.58,1.08,--,--,--,--,--,--,--,--
MO,29,St. Clair County,185,29185,2015,9.440,0.30,0.30,0.60,--,0.10,0.21,0.02,0.27,0.50,--,--,--,--,--,--,--,--
MO,29,Ste. Genevieve County,186,29186,2015,17.919,0.12,0.12,0.24,--,0.03,0.09,0.01,0.11,0.21,--,--,--,--,--,--,--,--
MO,29,St. Francois County,187,29187,2015,66.520,0.11,0.00,0.11,--,0.02,0.04,0.00,0.05,0.09,--,--,--,--,--,--,--,--
MO,29,St. Louis County,189,29189,2015,1003.362,0.60,0.00,0.60,--,0.16,0.21,0.02,0.28,0.51,--,--,--,--,--,--,--,--
MO,29,Saline County,195,29195,2015,23.258,2.01,2.01,4.02,--,1.25,1.44,0.16,1.86,3.46,--,--,--,--,--,--,--,--
MO,29,Schuyler County,197,29197,2015,4.436,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
MO,29,Scotland County,199,29199,2015,4.854,0.23,0.23,0.46,--,0.15,0.16,0.02,0.21,0.39,--,--,--,--,--,--,--,--
MO,29,Scott County,201,29201,2015,39.008,84.20,0.00,84.20,--,30.32,30.15,3.29,38.96,72.40,--,--,--,--,--,--,--,--
MO,29,Shannon County,203,29203,2015,8.258,0.03,0.03,0.06,--,0.00,0.02,0.00,0.02,0.04,--,--,--,--,--,--,--,--
MO,29,Shelby County,205,29205,2015,6.128,0.91,0.91,1.82,--,0.55,0.65,0.07,0.84,1.56,--,--,--,--,--,--,--,--
MO,29,Stoddard County,207,29207,2015,29.862,261.03,2.68,263.71,--,71.87,94.43,10.29,122.02,226.74,--,--,--,--,--,--,--,--
MO,29,Stone County,209,29209,2015,30.943,0.15,0.00,0.15,--,0.03,0.06,0.01,0.07,0.14,--,--,--,--,--,--,--,--
MO,29,Sullivan County,211,29211,2015,6.353,0.09,0.09,0.18,--,0.04,0.06,0.01,0.08,0.15,--,--,--,--,--,--,--,--
MO,29,Taney County,213,29213,2015,54.592,0.07,0.03,0.10,--,0.02,0.04,0.00,0.05,0.09,--,--,--,--,--,--,--,--
MO,29,Texas County,215,29215,2015,25.690,0.08,0.00,0.08,--,0.00,0.03,0.00,0.03,0.06,--,--,--,--,--,--,--,--
MO,29,Vernon County,217,29217,2015,20.826,6.23,0.00,6.23,--,0.85,2.23,0.24,2.88,5.35,--,--,--,--,--,--,--,--
MO,29,Warren County,219,29219,2015,33.513,1.22,0.00,1.22,--,0.27,0.44,0.05,0.57,1.06,--,--,--,--,--,--,--,--
MO,29,Washington County,221,29221,2015,24.788,0.02,0.02,0.04,--,0.00,0.01,0.00,0.01,0.02,--,--,--,--,--,--,--,--
MO,29,Wayne County,223,29223,2015,13.405,0.23,0.23,0.46,--,0.02,0.16,0.02,0.21,0.39,--,--,--,--,--,--,--,--
MO,29,Webster County,225,29225,2015,37.483,0.13,0.13,0.26,--,0.05,0.09,0.01,0.12,0.22,--,--,--,--,--,--,--,--
MO,29,Worth County,227,29227,2015,2.057,0.06,0.06,0.12,--,0.04,0.04,0.00,0.05,0.09,--,--,--,--,--,--,--,--
MO,29,Wright County,229,29229,2015,18.268,0.21,0.00,0.21,--,0.02,0.08,0.01,0.10,0.19,--,--,--,--,--,--,--,--
MO,29,St. Louis City,510,29510,2015,315.685,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
MT,30,Beaverhead County,001,30001,2015,9.300,1.15,831.17,832.32,--,192.01,87.46,0.00,107.97,195.43,--,--,--,--,--,--,--,--
MT,30,Big Horn County,003,30003,2015,13.242,0.92,321.67,322.59,--,81.25,21.96,0.00,61.85,83.81,--,--,--,--,--,--,--,--
MT,30,Blaine County,005,30005,2015,6.577,1.96,341.09,343.05,--,97.20,47.88,0.00,42.41,90.29,--,--,--,--,--,--,--,--
MT,30,Broadwater County,007,30007,2015,5.689,0.62,197.33,197.95,--,47.80,41.37,0.00,4.45,45.82,--,--,--,--,--,--,--,--
MT,30,Carbon County,009,30009,2015,10.408,0.17,503.62,503.79,--,95.82,12.84,0.00,70.49,83.33,--,--,--,--,--,--,--,--
MT,30,Carter County,011,30011,2015,1.180,0.54,34.21,34.75,--,15.17,6.94,0.00,6.44,13.38,--,--,--,--,--,--,--,--
MT,30,Cascade County,013,30013,2015,82.278,0.59,170.33,170.92,--,49.83,26.86,0.00,27.45,54.31,--,--,--,--,--,--,--,--
MT,30,Chouteau County,015,30015,2015,5.767,0.57,89.72,90.29,--,23.77,25.55,0.00,4.54,30.09,--,--,--,--,--,--,--,--
MT,30,Custer County,017,30017,2015,12.135,0.41,131.16,131.57,--,40.96,7.38,0.00,40.15,47.53,--,--,--,--,--,--,--,--
MT,30,Daniels County,019,30019,2015,1.760,0.91,5.33,6.24,--,2.39,2.05,0.00,0.50,2.55,--,--,--,--,--,--,--,--
MT,30,Dawson County,021,30021,2015,9.625,0.09,78.90,78.99,--,24.52,3.80,0.00,15.10,18.90,--,--,--,--,--,--,--,--
MT,30,Deer Lodge County,023,30023,2015,9.139,0.21,68.70,68.91,--,17.32,15.36,0.00,5.19,20.55,--,--,--,--,--,--,--,--
MT,30,Fallon County,025,30025,2015,3.190,0.05,0.45,0.50,--,0.26,0.25,0.00,0.03,0.28,--,--,--,--,--,--,--,--
MT,30,Fergus County,027,30027,2015,11.427,1.07,121.89,122.96,--,31.32,8.97,0.00,15.45,24.42,--,--,--,--,--,--,--,--
MT,30,Flathead County,029,30029,2015,96.165,10.10,59.81,69.91,--,39.37,37.93,0.00,3.70,41.63,--,--,--,--,--,--,--,--
MT,30,Gallatin County,031,30031,2015,100.739,5.61,462.08,467.69,--,119.52,107.00,0.00,13.80,120.80,--,--,--,--,--,--,--,--
MT,30,Garfield County,033,30033,2015,1.314,0.22,10.68,10.90,--,4.26,0.68,0.00,2.42,3.10,--,--,--,--,--,--,--,--
MT,30,Glacier County,035,30035,2015,13.647,0.11,69.37,69.48,--,14.63,19.88,0.00,9.24,29.12,--,--,--,--,--,--,--,--
MT,30,Golden Valley County,037,30037,2015,0.827,0.00,29.14,29.14,--,6.12,2.86,0.00,3.56,6.42,--,--,--,--,--,--,--,--
MT,30,Granite County,039,30039,2015,3.240,0.20,122.35,122.55,--,34.40,26.67,0.00,29.83,56.50,--,--,--,--,--,--,--,--
MT,30,Hill County,041,30041,2015,16.572,1.80,46.82,48.62,--,14.48,18.21,0.00,2.37,20.58,--,--,--,--,--,--,--,--
MT,30,Jefferson County,043,30043,2015,11.645,0.43,80.49,80.92,--,20.44,16.33,0.00,8.12,24.45,--,--,--,--,--,--,--,--
MT,30,Judith Basin County,045,30045,2015,1.926,0.58,132.26,132.84,--,24.24,19.79,0.00,4.78,24.57,--,--,--,--,--,--,--,--
MT,30,Lake County,047,30047,2015,29.457,0.84,213.76,214.60,--,64.75,132.14,0.00,1.19,133.33,--,--,--,--,--,--,--,--
MT,30,Lewis and Clark County,049,30049,2015,66.418,2.90,162.27,165.17,--,44.36,30.96,0.00,15.26,46.22,--,--,--,--,--,--,--,--
MT,30,Liberty County,051,30051,2015,2.408,0.03,38.43,38.46,--,8.86,10.10,0.00,1.85,11.95,--,--,--,--,--,--,--,--
MT,30,Lincoln County,053,30053,2015,19.052,0.23,12.61,12.84,--,4.47,3.05,0.00,1.95,5.00,--,--,--,--,--,--,--,--
MT,30,McCone County,055,30055,2015,1.683,0.01,31.47,31.48,--,13.54,2.88,0.00,7.55,10.43,--,--,--,--,--,--,--,--
MT,30,Madison County,057,30057,2015,7.915,0.58,718.58,719.16,--,144.15,84.46,0.00,42.43,126.89,--,--,--,--,--,--,--,--
MT,30,Meagher County,059,30059,2015,1.830,0.37,209.21,209.58,--,40.05,21.82,0.00,24.02,45.84,--,--,--,--,--,--,--,--
MT,30,Mineral County,061,30061,2015,4.251,0.12,1.25,1.37,--,0.61,0.15,0.00,0.32,0.47,--,--,--,--,--,--,--,--
MT,30,Missoula County,063,30063,2015,114.181,4.06,132.98,137.04,--,48.20,24.88,0.00,6.20,31.08,--,--,--,--,--,--,--,--
MT,30,Musselshell County,065,30065,2015,4.582,0.07,72.02,72.09,--,15.18,3.69,0.00,8.34,12.03,--,--,--,--,--,--,--,--
MT,30,Park County,067,30067,2015,15.972,0.52,279.21,279.73,--,53.45,41.87,0.00,19.60,61.47,--,--,--,--,--,--,--,--
MT,30,Petroleum County,069,30069,2015,0.475,0.14,53.86,54.00,--,14.66,3.55,0.00,12.17,15.72,--,--,--,--,--,--,--,--
MT,30,Phillips County,071,30071,2015,4.169,1.27,314.14,315.41,--,82.71,15.43,0.00,71.88,87.31,--,--,--,--,--,--,--,--
MT,30,Pondera County,073,30073,2015,6.184,0.58,134.00,134.58,--,37.96,70.13,0.00,20.69,90.82,--,--,--,--,--,--,--,--
MT,30,Powder River County,075,30075,2015,1.773,0.62,78.17,78.79,--,37.26,1.51,0.00,27.99,29.50,--,--,--,--,--,--,--,--
MT,30,Powell County,077,30077,2015,6.840,0.49,166.67,167.16,--,42.00,31.55,0.00,36.74,68.29,--,--,--,--,--,--,--,--
MT,30,Prairie County,079,30079,2015,1.160,0.62,70.77,71.39,--,18.17,5.59,0.00,8.74,14.33,--,--,--,--,--,--,--,--
MT,30,Ravalli County,081,30081,2015,41.373,2.57,379.08,381.65,--,123.15,34.42,0.64,46.40,81.46,--,--,--,--,--,--,--,--
MT,30,Richland County,083,30083,2015,11.960,0.33,322.11,322.44,--,61.48,11.91,0.00,37.46,49.37,--,--,--,--,--,--,--,--
MT,30,Roosevelt County,085,30085,2015,11.476,1.27,116.35,117.62,--,31.24,15.26,0.00,12.15,27.41,--,--,--,--,--,--,--,--
MT,30,Rosebud County,087,30087,2015,9.398,0.56,154.75,155.31,--,40.64,8.40,0.00,32.65,41.05,--,--,--,--,--,--,--,--
MT,30,Sanders County,089,30089,2015,11.336,0.72,64.35,65.07,--,17.92,20.59,0.00,0.72,21.31,--,--,--,--,--,--,--,--
MT,30,Sheridan County,091,30091,2015,3.687,5.82,13.38,19.20,--,9.60,10.48,0.00,0.75,11.23,--,--,--,--,--,--,--,--
MT,30,Silver Bow County,093,30093,2015,34.622,0.09,11.81,11.90,--,3.49,3.90,0.00,0.46,4.36,--,--,--,--,--,--,--,--
MT,30,Stillwater County,095,30095,2015,9.486,0.92,131.13,132.05,--,29.53,1.62,0.00,25.10,26.72,--,--,--,--,--,--,--,--
MT,30,Sweet Grass County,097,30097,2015,3.634,0.11,256.82,256.93,--,48.88,19.68,0.00,24.36,44.04,--,--,--,--,--,--,--,--
MT,30,Teton County,099,30099,2015,6.104,0.22,392.53,392.75,--,86.51,64.56,0.00,45.25,109.81,--,--,--,--,--,--,--,--
MT,30,Toole County,101,30101,2015,5.087,0.20,18.71,18.91,--,5.58,8.17,0.00,0.75,8.92,--,--,--,--,--,--,--,--
MT,30,Treasure County,103,30103,2015,0.697,0.39,107.20,107.59,--,29.24,5.81,0.00,15.32,21.13,--,--,--,--,--,--,--,--
MT,30,Valley County,105,30105,2015,7.659,2.27,240.28,242.55,--,71.42,19.98,0.00,50.93,70.91,--,--,--,--,--,--,--,--
MT,30,Wheatland County,107,30107,2015,2.110,0.68,168.68,169.36,--,29.20,4.50,0.00,22.43,26.93,--,--,--,--,--,--,--,--
MT,30,Wibaux County,109,30109,2015,1.130,0.01,1.39,1.40,--,0.53,0.19,0.00,0.27,0.46,--,--,--,--,--,--,--,--
MT,30,Yellowstone County,111,30111,2015,157.048,1.65,416.51,418.16,--,113.70,12.06,0.00,86.06,98.12,--,--,--,--,--,--,--,--
NE,31,Adams County,001,31001,2015,31.587,151.08,3.92,155.00,--,139.88,172.94,0.17,69.59,242.70,--,--,--,--,--,--,--,--
NE,31,Antelope County,003,31003,2015,6.414,141.85,1.64,143.49,--,129.49,277.50,0.17,10.58,288.25,--,--,--,--,--,--,--,--
NE,31,Arthur County,005,31005,2015,0.456,11.67,0.00,11.67,--,10.52,11.10,0.17,1.14,12.41,--,--,--,--,--,--,--,--
NE,31,Banner County,007,31007,2015,0.788,21.74,1.83,23.57,--,21.26,20.07,0.17,9.21,29.45,--,--,--,--,--,--,--,--
NE,31,Blaine County,009,31009,2015,0.487,13.37,1.19,14.56,--,13.13,12.72,0.17,1.78,14.67,--,--,--,--,--,--,--,--
NE,31,Boone County,011,31011,2015,5.315,88.25,1.19,89.44,--,80.71,186.60,0.17,17.16,203.93,--,--,--,--,--,--,--,--
NE,31,Box Butte County,013,31013,2015,11.337,87.12,3.15,90.27,--,81.46,155.97,0.17,5.80,161.94,--,--,--,--,--,--,--,--
NE,31,Boyd County,015,31015,2015,2.006,8.03,5.11,13.14,--,11.85,8.88,0.17,6.97,16.02,--,--,--,--,--,--,--,--
NE,31,Brown County,017,31017,2015,2.946,38.98,28.58,67.56,--,60.97,43.38,0.17,22.37,65.92,--,--,--,--,--,--,--,--
NE,31,Buffalo County,019,31019,2015,48.863,200.78,4.51,205.29,--,185.27,178.15,0.17,87.24,265.56,--,--,--,--,--,--,--,--
NE,31,Burt County,021,31021,2015,6.585,25.05,2.32,27.37,--,24.69,45.66,0.17,12.70,58.53,--,--,--,--,--,--,--,--
NE,31,Butler County,023,31023,2015,8.115,30.72,0.67,31.39,--,28.32,105.08,0.17,30.68,135.93,--,--,--,--,--,--,--,--
NE,31,Cass County,025,31025,2015,25.512,0.55,0.88,1.43,--,1.28,2.22,0.03,6.75,9.00,--,--,--,--,--,--,--,--
NE,31,Cedar County,027,31027,2015,8.564,63.72,2.61,66.33,--,59.86,124.39,0.17,5.34,129.90,--,--,--,--,--,--,--,--
NE,31,Chase County,029,31029,2015,3.956,173.37,0.19,173.56,--,156.63,177.77,0.17,5.48,183.42,--,--,--,--,--,--,--,--
NE,31,Cherry County,031,31031,2015,5.848,56.96,4.61,61.57,--,55.56,61.00,0.17,4.92,66.09,--,--,--,--,--,--,--,--
NE,31,Cheyenne County,033,31033,2015,10.167,29.84,1.25,31.09,--,28.05,58.66,0.00,1.36,60.02,--,--,--,--,--,--,--,--
NE,31,Clay County,035,31035,2015,6.309,116.54,5.99,122.53,--,110.58,170.07,0.17,78.57,248.81,--,--,--,--,--,--,--,--
NE,31,Colfax County,037,31037,2015,10.520,23.52,0.79,24.31,--,21.93,55.87,0.02,6.13,62.02,--,--,--,--,--,--,--,--
NE,31,Cuming County,039,31039,2015,9.125,25.22,0.40,25.62,--,23.11,53.27,0.22,2.00,55.49,--,--,--,--,--,--,--,--
NE,31,Custer County,041,31041,2015,10.806,177.45,13.01,190.46,--,171.89,221.54,1.04,59.29,281.87,--,--,--,--,--,--,--,--
NE,31,Dakota County,043,31043,2015,20.781,11.76,0.16,11.92,--,10.75,20.65,0.17,3.79,24.61,--,--,--,--,--,--,--,--
NE,31,Dawes County,045,31045,2015,9.055,4.91,11.79,16.70,--,15.06,17.97,0.17,13.01,31.15,--,--,--,--,--,--,--,--
NE,31,Dawson County,047,31047,2015,23.886,173.43,26.56,199.99,--,180.49,151.03,0.17,128.01,279.21,--,--,--,--,--,--,--,--
NE,31,Deuel County,049,31049,2015,1.921,17.62,2.62,20.24,--,18.26,19.98,0.17,5.51,25.66,--,--,--,--,--,--,--,--
NE,31,Dixon County,051,31051,2015,5.797,15.06,1.37,16.43,--,14.82,29.79,0.17,3.93,33.89,--,--,--,--,--,--,--,--
NE,31,Dodge County,053,31053,2015,36.706,36.85,3.48,40.33,--,36.39,80.05,0.00,14.20,94.25,--,--,--,--,--,--,--,--
NE,31,Douglas County,055,31055,2015,550.064,8.99,0.61,9.60,--,8.66,10.06,0.17,4.53,14.76,--,--,--,--,--,--,--,--
NE,31,Dundy County,057,31057,2015,1.799,98.72,2.03,100.75,--,90.92,113.21,0.17,0.87,114.25,--,--,--,--,--,--,--,--
NE,31,Fillmore County,059,31059,2015,5.619,77.49,3.91,81.40,--,73.46,193.96,0.17,17.63,211.76,--,--,--,--,--,--,--,--
NE,31,Franklin County,061,31061,2015,2.985,61.68,6.20,67.88,--,61.25,76.60,0.17,38.30,115.07,--,--,--,--,--,--,--,--
NE,31,Frontier County,063,31063,2015,2.624,45.20,0.27,45.47,--,41.03,37.27,0.17,34.20,71.64,--,--,--,--,--,--,--,--
NE,31,Furnas County,065,31065,2015,4.862,26.72,8.11,34.83,--,31.43,49.55,0.17,22.95,72.67,--,--,--,--,--,--,--,--
NE,31,Gage County,067,31067,2015,21.900,38.20,10.24,48.44,--,43.71,48.82,0.17,29.08,78.07,--,--,--,--,--,--,--,--
NE,31,Garden County,069,31069,2015,1.918,29.43,4.86,34.29,--,30.94,36.22,0.17,5.86,42.25,--,--,--,--,--,--,--,--
NE,31,Garfield County,071,31071,2015,2.028,14.67,3.73,18.40,--,16.60,14.86,0.17,7.86,22.89,--,--,--,--,--,--,--,--
NE,31,Gosper County,073,31073,2015,1.973,63.08,8.65,71.73,--,64.73,58.43,0.44,39.06,97.93,--,--,--,--,--,--,--,--
NE,31,Grant County,075,31075,2015,0.641,1.23,0.00,1.23,--,1.10,1.93,0.17,0.03,2.13,--,--,--,--,--,--,--,--
NE,31,Greeley County,077,31077,2015,2.429,69.75,5.18,74.93,--,67.62,95.59,0.17,18.07,113.83,--,--,--,--,--,--,--,--
NE,31,Hall County,079,31079,2015,61.680,219.87,0.48,220.35,--,198.86,107.43,0.17,116.01,223.61,--,--,--,--,--,--,--,--
NE,31,Hamilton County,081,31081,2015,9.190,171.02,2.33,173.35,--,156.44,181.91,0.17,94.33,276.41,--,--,--,--,--,--,--,--
NE,31,Harlan County,083,31083,2015,3.452,52.04,4.18,56.22,--,50.73,75.93,0.17,28.85,104.95,--,--,--,--,--,--,--,--
NE,31,Hayes County,085,31085,2015,0.932,51.43,0.56,51.99,--,46.91,57.90,0.17,7.57,65.64,--,--,--,--,--,--,--,--
NE,31,Hitchcock County,087,31087,2015,2.883,22.71,2.61,25.32,--,22.84,24.33,0.17,8.96,33.46,--,--,--,--,--,--,--,--
NE,31,Holt County,089,31089,2015,10.313,259.55,13.17,272.72,--,246.13,309.37,0.17,13.34,322.88,--,--,--,--,--,--,--,--
NE,31,Hooker County,091,31091,2015,0.732,3.66,0.20,3.86,--,3.47,3.61,0.17,0.00,3.78,--,--,--,--,--,--,--,--
NE,31,Howard County,093,31093,2015,6.409,67.85,51.88,119.73,--,108.05,76.23,0.00,64.07,140.30,--,--,--,--,--,--,--,--
NE,31,Jefferson County,095,31095,2015,7.263,73.54,5.68,79.22,--,71.49,83.16,0.17,14.45,97.78,--,--,--,--,--,--,--,--
NE,31,Johnson County,097,31097,2015,5.173,14.17,0.93,15.10,--,13.62,19.49,0.17,4.78,24.44,--,--,--,--,--,--,--,--
